"sentiment","content"
"worry","@poinktoinkdoink He died.  Wait, what about Magic Jack? I just read it."
"worry","@PokerAuthority I broke up with Christian Bale when he played Batman"
"worry","@pokeyp I saw that you were calling but cannot answer as I'm in the second hour of a phone convo with my mom and she won't stop talking"
"worry","@Policani The Northern Clemency.  But I don't recommend it.  Too much description and not enough action. Too slow"
"worry","@PortlandUK  Hope you don't get let down again."
"worry","@portugaltheman Where'd the songs go on the site, I want &quot;Do You&quot; on this computer too"
"worry","@PotterEntourage I'm glad you threw the tantrum!  I was going to, but I don't know her well enough yet   Was she apologetic, darn her!?"
"worry","@PotterEntourage I hope your mom is ok?"
"worry","@prime8507 PC I agree...  We have a problem. We must stop spending and only work!!!"
"worry","@primesuspect  If only my writing wasn't so scrub."
"worry","@princessxansley oh and i dont know how to get twatter mobile to work."
"worry","@professor12 gray! .... i so feel neglected"
"worry","@professorgreen &amp; you still are not following me"
"worry","@promotingyou  no FF tweet for me?"
"worry","@prsvr Ok then  ...I was doing fine..now not so much lol"
"worry","@punkpolkadots ya i suppose so...wish i cud hv thm bk"
"worry","@PuptownProducts Worried about our Arabelle. Tweet please. Or text."
"worry","@purpleshoe Ahh! normally I would jump at that but i'm manning the office solo today"
"worry","@pursebuzz http://twitpic.com/66z7a - I don't know why I always click on your doughnut pictures... lol I always end up wanting one"
"worry","@PushPlayDEREK not all of them  You'll be missing mine and everybody else's on the east coast!!!!!"
"worry","@queeeniee Where's yummiest Pan Mee? For me it's behind Dance Center, Ipoh Garden South. and i miss it"
"worry","@QueenofScots67 this is a little sad and I know I am new but no one has ff me yet"
"worry","@quikness Waaaahhh! So sad     Let me know when ur next down this way!"
"worry","@quwanaisnotmynm no  the love of my life is. so i guess now im definately shooting for good"
"worry","@r4nt penis.  @shdwtrev i hope you made sure it's okay. D:"
"worry","@raaaaaaek oh too bad! I hope it gets better. I've been having sleep issues lately too"
"worry","@rachaelblogs Good for you Rachel.  I have nowt"
"worry","@rachelasha I even saw the news feeds of the archie website. But can't believe he'd choose veronica. I'm disappointed"
"worry","@RachellT342 ugh... I know the economy is depressing..."
"worry","@rachelyn082909 i think i ordered a few days after you. Maybe you got something that was on backorder?"
"worry","@Radio702 Tshwane wants double rates but try and phone to get service - endless loop #fail"
"worry","@RainbowAnne OMG what posts were deleted? So annoyed I can't go on forum at work!"
"worry","@rainbowbrite22 What r u stressin' bout mare?"
"worry","@rammohanr Yea...looks like it is...sorry abt nt gettin in touch..was hectic"
"worry","@randazzled my phne blocks text"
"worry","@randiohdesigns Didn't think of that.  Why can't people just be nice? Why would anyone think it's ok to say that, much less make a movie."
"worry","@rantingteacher No, rather we're OMG it's nearly Monday"
"worry","@rawritsria just got a text by now the one on michigan is empty, dont know about state street yet"
"worry","@rbuerckner That's better than Missy 8 telling me I should be on The Biggest Loser"
"worry","@RDeRozario woops! I only just realized my DMs to you are not going through"
"worry","@RedFaction The stream is amazing so far. Will it be up for download later, sadly enough, I missed the first hour of it."
"worry","@redhalo_pax Oh man... I'm so sorry to hear that. I hope everything works out"
"worry","@Redjotter no, but I will. It just seems such a cruel condition"
"worry","@RedPumpProj i would direct message you regarding blogging while brown, but a sista hasn't mastered that technique yet  ..lol"
"worry","@reflective aww... sorry for both of you.  May the LORD give you strength and rest today!"
"worry","@reggaeluv2000 haha it's great. but i slept horribly last night."
"worry","@release30  Enjoy...wish I was there! Nice day in Springfield today..however I have my end of month expense report to do"
"worry","@relly1 Hopfully a quiet one @ home,,, No cash to do anything  Then u coming 2 the pub 2moz 2 watch the Pups???"
"worry","@renay How come?"
"worry","@Renee3 Oh no!! I hope it's not bad"
"worry","@repressd yeah freakin sucks!!"
"worry","@RetroRewind That is the 3rd NKOTB contest that Canadians can't enter   The overseas fans have theirs now!  It's bound to be our turn!"
"worry","@reverz - nice how the lifelock suit was brought by experian basically to reduce processing costs caused by ppl who don't want id theft"
"worry","@RiceBunny cause my eyelids are not deep set.  thanks it would help me a lot."
"worry","@RikaReek my vehicle is STILL being worked on which means I won't get it bak until tuesday! I miss my baby"
"worry","@Rina_spn aww  sick? and i hate soup, too"
"worry","@Rina_spn what's going on?"
"worry","@RitikaKar  http://bit.ly/179jxS But gotta wiat till next week  btw...you from Mumbai itself?"
"worry","@RoasterBoy And these poor, unfortunate souls don't appear to have any pants at all...  ? http://blip.fm/~78qvz"
"worry","@RockedByPickler well I don't have vacations so let's NOT go there"
"worry","@rockstargirl209 what happened?"
"worry","@roflcopterfail except the fact that it's been raining since Wednesday, and not supposed to stop till Monday. ew."
"worry","@rogiertje just checked my account I also paid twice"
"worry","@ROHonHDNet Why do you guys use camera angles that make it look like there are only 200 people in the building?"
"worry","@rookiepaul that doesnt sound like a good situation"
"worry","@Ross_C I can't find the original on blip.fm and the Ex Models version, not so much..."
"worry","@roxannakate I need to buy it for the iPhone. It's such a good app. Only works on WI-FI though"
"worry","@rsuenaga im not at litle oven tonight"
"worry","@rubberduckygirl Hey, sorry I didn't get in touch sooner! We didn't go by Bologna. It was out of our way"
"worry","@Rukkie    What To Say?"
"worry","@runaholickassy i spent the whole day shopping with Aiza.  i don't really like shopping.  still, i had fun but my feet didn't."
"worry","@Running5k2day Oh no! Hope it's not as bad as it sounds!"
"worry","@runsforcupcakes that sounds yummy.  Does it take quite a few almonds to get the amount you need?  Nuts are expensive."
"worry","@russellprue (duh typo error) part 2: social networking??.. there isn't even room for people"
"worry","@russfischer man i wish i still lived near a drive in  perfect movie experience"
"worry","@ryan_price Oi, I ran into the problem too  not a good fix, but there's an app in utilities called &quot;Grab&quot; that works good enough..."
"worry","@ryankanno ack, no can see @mustheartdogs either.  and weird, these tweets are in my mentions, but not my timeline (oh wait, new Twitter)"
"worry","@RyanSchartz gah! no money..... at least not for bakugan"
"worry","@RyanSeacrest Im feeling sad, not likeing my new haircut"
"worry","@RyanSmithLLC you didn't say you were leaving yesterday! You won't see me at the house anymore once you get back... tear tear"
"worry","@ryking I never know whether they include me. Just straight white men, right? I wanna be part of the problem too."
"worry","@Sageey My public talk in July got canceled and I don't know why."
"worry","@SamBennington although you wear sunglasses i can see how uncomfortable you felt. poor sam."
"worry","@SamerKaram but better hurry, so you wouldn't be labeled as copycats"
"worry","@samluminate oh how i wish there were chick a filas by me  i'm definently jealous."
"worry","@sarah6800 why r y depressed?  i mite b moving earlyer than i thot"
"worry","@sarahlchu  poor you lmao, just stick your head out the window!"
"worry","@sarahsss i wish i had friends i could spend the night with"
"worry","@SarfaBarfa My friend Cliff has the tix, so I have to wait on him   Or you can ask trent to just let me in.  You  know, over all else &gt;.&gt;."
"worry","@SassyLassie3 My #followillfriday sucks because while I was teaching people how to be nice, you fuckers were drooling over Notion"
"worry","@saucewear btw, your shirts are shipping out!  I ran out of stock on the one size you ordered for the &quot;I AM FAMOUS&quot; sorry"
"worry","@SavageMike :: I know the feeling  Its a little depressing :S"
"worry","@savvybride  That's no good. I'm sorry"
"worry","@saydiemason Well i don't what we should do"
"worry","@SaylaMarz Looks like we're on the exact same track  Nothing worse than not being able to fix things for someone you love."
"worry","@Saz_xox  Oh god, everyone's dying.  But it's mainly justin depressing me"
"worry","@sbenzur haha! sorry to hear that"
"worry","@Scarlettjen fuck. it should be recoverable. it's just the boot part that's messed up. grr argh. my business was on there."
"worry","@scorpio1641 I have no idea  I'm watching Rafa too. Running to the comp ever to often to check live score. he's 3-2 down in the third."
"worry","@scotty_mcc bye, Scotty!  i'm gonna miss you. ily&lt;333"
"worry","@SeanHughes it is  tequila never ends up being a good decision."
"worry","@seansmithsucks i would be looking forward to seeing you tonight if i was going"
"worry","@Secretfriend3 I sure hope so but I might spend all my shopping money today."
"worry","@seemouserun so I tried jumping without the trampoline and its like thud* thud*  shouldn't have eaten that cookie.  http://myloc.me/1XIz"
"worry","@Selly06 that is never good especially on a friday night"
"worry","@sensonize ohh sorry , thats someone else's pic  my bad"
"worry","@serda23 Depends on what they want for it....I've become poor again"
"worry","@serena_eliza ohhhh that makes sense then. 8D and i need to reread the lotr trilogy, i lost the three books a long time ago and i'm sad."
"worry","@seth_cohen I am lost. Please help me find a good home."
"worry","@SEXYJENN_18 i emailed you the link, pretty sad uh?  RIP Jessie Kitty"
"worry","@sfwa The article on language groups in spaceports looks really cool, but i can't open the site from that link."
"worry","@shanajaca *huggles* I don't see all the replies right away, and my boss is hovering today. And I'm feeling pissy about life"
"worry","@Shansgrl have a good nap. Sorry bout the dumby at work."
"worry","@shardaeAngelica yeah and in the tatami room!  kids + tatami dont mix"
"worry","@SharonHayes Thank you for the rec but that doesn't work"
"worry","@shaundiviney i got a messgae but it didnt work cause i have a text saver not like money credit  im sad now. wat do i do?? xoxo"
"worry","@shawin I've been using the Sennheiser CX 300 earbuds for 8 months and I love them.  Don't know if they're available in MU though."
"worry","@shaydakiss doesnt look good  we have to go burn some lampions"
"worry","@shecango9984 I knnnowwww I'm so upset!!! I was going to twitter u but my sis's apt is like a led box nosignal! Where was the cookout??!!"
"worry","@SheGotItSheBadd i've been up most of what normal ppl consider the night.  no problem going to sleep but nightmares been waking me up."
"worry","@SherriEShepherd Wish you were doing one in San Francisco!"
"worry","@shinyflash my plans might have just gone out the window too  bit gutted."
"worry","@shizly does that mean your going to block me?"
"worry","@shoemoney I'm more upset about the fact that 2010 is the last year"
"worry","@ShomariW LOL. PR is AMERICA!!! LMAO!!! He dont like me... theres nothing I can do!"
"worry","@shondarhimes Sure you will tweet about this when you're back, but news is abuzz about TR Knight's leaving &quot;confirmed&quot; today.  Muy triste."
"worry","@shopronson I have placed an order with the HOH people, but they are taking forever to process it!  Cant wait to start selling it. xo"
"worry","@sianmclachlan Sorry, that was a bit negative!"
"worry","@SiCoUK he won't reply"
"worry","@SidViciious You must be doing different poetry to me. All we get is Catullus, some Ovid and and an extract from the Aeneid.  x"
"worry","@simfin part 2: social networking??.. there is even room for people"
"worry","@simon__diamond brown but it looks black  at least its not red cos it would have looked like a period stain :/ &lt;3"
"worry","@singlemom75 that's the prob, no idea how to meet guys. Met all my exs online &amp; now I've dated that pool dry"
"worry","@SirGarde Hott as Africa lol yeah its hot here too and its a big storm here"
"worry","@Sirvashawn let me know how it goes I'm praying. Ummmph. I still can't believe it."
"worry","@siskack what?? can't believe it"
"worry","@sk8n_bree say hi to the otters! They are my favorite- besides the fact they are slowly killing themselves with each shell they open."
"worry","@skyduke478 that makes me sad for you"
"worry","@smdarie Ahhh I miss you!! I had DQ the other night without you...it broke my heart a bit"
"worry","@Smilystace i am so sorry"
"worry","@snakechaarmer yea, it's looking like we may be a no-show  I havnt been able to get out of my art/sci obligations."
"worry","@snipeyhead the there's confuse me"
"worry","@snow_whitex gratz on your tix. sux u will be poor tho  I am trying to get pj harvey tix too but debating my $$s too"
"worry","@socilover awww...busy day for you then! I have to get my Big Mac ass outta here...Work beckons  I'll talk to you later."
"worry","@sofiacoyiuto my mac's hard drive crashed then i brought it to powermac, they couldn't recover the files  no back up ("
"worry","@SolarAvada - DAMN. LOL ON FRIDAY.? ITS NOW SATURDAY HERE LOL. IM IN AUSTRALIA"
"worry","@sole_investor  how....no phone"
"worry","@someone Kills me to see you online and not be able to say hello"
"worry","@songbookbaby lol. u got AC right? u know it's getting chill here again...  n its gona rain tmr"
"worry","@SophieeeeLouise How do you vote? I'm on the website but can't find how to vote."
"worry","@sos100 internet billing with fee of 30% and only in 13 countries and a setup cost of 5000 for usa alone"
"worry","@SoundBwoyFast Gloomy as ever. I wanted to hit the beach too.  might as well get like you and handle my errands too lol"
"worry","@southern_storm lucky! I'm still working for another 4 hours!"
"worry","@soverpeck dude, i didn't know it was a personal experience. sorry something like that went down"
"worry","@SPACASSO Hey, Maria! I'm so sorry!  I think I accidentally disconnected you.     Thank you SO much for trying. Headed to your site soon."
"worry","@spaley sadly that is so true"
"worry","@SPAMponesALL I have to work  but I'll just watch it later.. even though it's not the same."
"worry","@speedysari I know   But maybe by then you will have forgotten about it, and it will be like Christmas in July!!"
"worry","@spencerkat a twitter app for the iphone/iPod touch. It's being slow though"
"worry","@SportsDivaTiffy Hey, did his wife die? I am really confused. I hadn't been on his MySpace in a little while, but I just read his Twit."
"worry","@SquireX6 harrump gagging for beer, noone wants to play"
"worry","@Squirrel84 dude there is no sun here."
"worry","@SquishT77 So sorry to hear about your mum."
"worry","@sri_rng dont know IMEI number  is it tracked even in india?"
"worry","@stacey79 that sucks - I'm still hungry and sucked down my food."
"worry","@starlingpoet lol.. that's worrying"
"worry","@StartSwimming: I'll be in Heerlen on Sunday but you won't be there, right?"
"worry","@stashdrawer Sims 2 owns my life lately! LOL I want to get Sims 3, but my computer can't support it."
"worry","@steamsmyclams @ADalrymple I'm not a big fan of Costa  I ended up going to EAT as they have one outside our office!"
"worry","@stephaniejack Geez sorry to hear Steph, I hope things improve soon. I know that ain't much sorry"
"worry","@stephenfry Tinkered with open-source Virtualbox &amp;Win7 yet? Would've loved to have seen you @ Hay. Always unfortunate timing for students"
"worry","@stephxrawr ehhh no. just a check up. I have a dentist app next week though. getting my molar pulled/root canal."
"worry","@Steve_Sanderson What's with Twatter lately?  Either I can't get on or the replies don't turn up!"
"worry","@steve228uk Awh I forgot you had the pox  Hope you get better soon!"
"worry","@SteveAgl not for me"
"worry","@stevehills dad's been having fever since last nite and needs 2 bottles of blood trasfusion..loaded 1 today..1 to go tomorrow."
"worry","@SteveSerrano I adoreeeee Matt Nathanson!! I am so jealous of you right now."
"worry","@sthig, you make baby jeebus cry"
"worry","@stinegirl2 thats a bad start to the day!"
"worry","@StoryShtick Ugh.  Now my ears are having phantom pains."
"worry","@stuartnewman So sorry  Definitely getting it out this weekend."
"worry","@Stubinho you said you fucked up your nose!"
"worry","@SU2C unfortunately I am stuck at work so I can't get said prize"
"worry","@SuFiSammy praying you get better soon you sweet one , sorry your still not well"
"worry","@SuperGinge Inorite, humid as well"
"worry","@SuperJerry No refunds but they do retrieve accounts, takes like a week. Just hoping the thief doesn't use hacks or then it's permaban"
"worry","@suziewi  lost luggage? Sorry to hear.  you should check out our selection of travel luggage here: http://budurl.com/9mua"
"worry","@suziperry @AnnaPhylaxis Oh no matey, did you get ill?  It would be a bit mean of Suzi to be calling you chicken scabs if you're not!"
"worry","@swopusa  Damn, I was hoping that was somewhere in the U.S."
"worry","@SydneyAlterEgo probably not in this weather"
"worry","@Syo_of_the_dead I met a stranger just 10 min ago. He was stalking me at the store"
"worry","@T_A_R_A I was wondering where you were, how come you didn't twitter for a week? and yeah Adam withdrawal syndrome is real/not nice"
"worry","@t0astbandit eesh, sorry to hear that. That isn't going to make travel to Michigan very fun."
"worry","@tabfam Oh god, that's terrible."
"worry","@tacoman667 Not available in my area  I would too"
"worry","@TALENTEDGENIU5 and that prob wont happen...."
"worry","@tanyaDlove whats up? im sad  you didnt text today."
"worry","@tarynantoniou where are you going tonight?!"
"worry","@TaylorKarney Ugh, did you just say your friend might have swine flu? OMG, why?"
"worry","@taylorswift13 ....... i'm wondering if you're as awake as i am. ?"
"worry","@TCSLive That storm seems to be coming my way"
"worry","@TDRFarmer Are you going to the game tonight? There is so much excitement today that I'm feeling left out. Have other plans"
"worry","@tdwnds1 No problem. At least look on the floor. We won't see the banana skin in our brains ... I step on it once, almost got killed"
"worry","@teamqivana We're no longer in biz together. The one thing that survived was our marriage. Not so good with the in-laws, though."
"worry","@TeamTSwift  that's bad luck!"
"worry","@TearBear7   Bummer.  I hope it doesn't continue too long."
"worry","@Tech_N9ne I'm not having a good day"
"worry","@technclrninjoe i think thats what he is going for but he didnt have time to scan, do photo shop and stuff before work"
"worry","@TeeJay882 heyyyyyyyy no love for me no more !?"
"worry","@TerrenceJ106 insomniac over here as well"
"worry","@TerriZSoloCEO and here I didn't think you had a cruel bone in your body ... torturing me with sunshine...hmph"
"worry","@thatlass yeah, it's gonna be rubbish!"
"worry","@the_breannarose fuuuuuuck  idk if andy can get youuuu"
"worry","@the_magician Yes, apnea, but it's not the prob. I'm on meds that might be causing this.  they help otherwise so much, don't want to stop"
"worry","@The_Vegetable me 2"
"worry","@THE_WOCKEEZ i wish i can go. But i'm not in US"
"worry","@THEBFOUNDATION NOOOOOOO!!!!!!!!!!!!! why in july? im gonna be back home  NOOOOOOOOOOO!!!!!!!!!"
"worry","@theboycharlie ooooo sooooo wanna swap my day is well boring revising for looming uni exams"
"worry","@thecoffeewhore I'm sowwy.   It sucks, I know, I've been there. Yay for half days though!"
"worry","@thedailysurvey Why do we love those that we cannot have?"
"worry","@theerealfdhc OMG, my regards to ur nephew. I'm sorry for ur loss"
"worry","@thegoodhuman Sorry to hear, wish there were words to make it better you"
"worry","@thehottestboys  i think its like 1million degrees here &lt;3"
"worry","@theHUBnyc there is no sale in Botega..."
"worry","@TheLastDoctor 9 days  I'm about ready to visit Torchwood and see if they've heard anything"
"worry","@TheMrsNikkiSixx  We'll miss you  #Sixx?"
"worry","@thepartyChase u just got me real excited cause i thought teniece was on twitter..."
"worry","@ThePrinceBeMe Awww why you giving me sad faces? That's how you feel?"
"worry","@theroomstops Urm, ouch, that sucks. You need crutches?  What happened? I hope you get/feel better soonest!"
"worry","@thesehazeleyz  if you need to talk or vent let me know"
"worry","@TheSims3 well us Brits have to wait a few more days for it!  I thought it was all gonna released at once! I guess it's worth the wait!"
"worry","@TheTarquin I am lost. Please help me find a good home."
"worry","@thewhitemage It does it sometimes - it should come back ;) And the car thing sucks - I feel all anxious and yucky now"
"worry","@theyjusthowl"
"worry","@thinkgeek Aw, man!"
"worry","@thisislivestyle man yes BrOoKlYn goes hard but longstory short have 2 get comfy in windy !!!"
"worry","@thomasfiss ur gonna be missed you know  but i hope things will be better for you"
"worry","@thomasfiss we miss you"
"worry","@thomasphantom don't have one yet  but hopefully I'll be ponying up for one soon because this 15&quot; is definitely hitting a wall"
"worry","@Thorney88 i have tried Bulmers Pear Cider - Yuk and it made me bad for a few days!!"
"worry","@TiaMowry I think you and Tamera should have your own show anyway...the CW or ABC fam is not appreciating you like they should."
"worry","@Tiff_Tiff_Marie  I think I do it too much...."
"worry","@tigerlilyleo lots and lots of red wine...knowing good and well how it has managed to make me sick a few times before"
"worry","@tim_weber I wrote a leadership essay abt its founder. The expansion didn't went well, tried to break in America. Lots of money burned."
"worry","@Timkealey  was wong?"
"worry","@tinchystryder   woooooo im seeing you in glasgow when you come, september is agessss away but"
"worry","@tinchystryder why is it your last EVER uk tour  ?? x"
"worry","@tinytim2701 kinda, my housemates were a bit frantic as I appeared to have every fork we own hiding in my room, need to revise now"
"worry","@tissuerose i'm with you in this.  i've always have prob prioritizing myself ahead of him."
"worry","@titotheceo hahaha omg i only got 3 hrs of sleep"
"worry","@tlockemy I do too, but not heavy rain, which we've had 4 more than a wk."
"worry","@TNAaddicted Damn"
"worry","@TomFelton Oh how cool!!!, ok so for your head just laydown and put ice on it, that should heep the swelling down, I feel really bad"
"worry","@tommcfly (2) in commentary @flahmanow , I was with her, was sad, very sad"
"worry","@tommcfly apparently were not as good as the Brazillians tho'"
"worry","@tommcfly Have you guys heard about the flu that's been going around? Swine Flu? Hope you guys are safe  There've been deaths already. :-S"
"worry","@tommcfly I'm depressed ! I want to know you and kiss you all"
"worry","@tommcfly I'm starting to get really dizzy. Do a tour in the Philippines?  So we'd feel the bliss of knowing our efforts were worth it!"
"worry","@tommcfly I don't know what to write anymore! My mind must be tired. It's past midnight here already. Do a tour in the Philippines?"
"worry","@tommcfly maybe you could go outside to meet some fans?  im not even from sao paulo, im from rio, but.. idk, just saying :/"
"worry","@tommcfly My eyes are starting to hurt. So late. But must reach 200 updates due to tweets sent to youuuu! Philippines tour, pleeease?"
"worry","@tommcfly say hi to me, i'm depressed cause i cant see you"
"worry","@tommcfly Tom! Do a tour in the Philippines, please?  That would be so awesome!"
"worry","@tommcfly tweet me, have a convo i will tell you whats happening in BGT!did you watch the final of lost? i was like noo dont end it there"
"worry","@tommcfly We're running out of things to tweet to you.  Wish we could get your reply! Come to the Philippines?  TWEEET!"
"worry","@tommcfly Will we be seeing McFly in the Philippines soon?"
"worry","@tommcfly, @dannymcfly, @mcflyharry and @dougiemcfly i think you should come home now"
"worry","@tonibraxton Will you ever come to SF Bay Area to preform, i feel left out"
"worry","@tonyhawk I missed them at Red Rocks.  Sad couple of days."
"worry","@top5jamaica yeah man, they brought it back on the market a couple years ago...it scarce through"
"worry","@torilovesbradie definitely, or even just &quot;i'll call you&quot;, they never do  how was ur day? xx"
"worry","@torreyryan Yeah, I thought that was very little warning for you guys.   I don't miss 12-9 shifts 6 days/wk with no break, that's for sure"
"worry","@trashlee i can't today   after my little tanning sesh i got so much shit to do. next week for sure if your down"
"worry","@travisroberts What would you know about packing? You're making poor Lauren do it all."
"worry","@trayzz ... I think I'm gonna fail aswel!"
"worry","@treasaint don't i know it, writing an exam essay this weekend myself"
"worry","@TreverKeith come back to Perth     I missed the show here!"
"worry","@tronella Cool! I have one (from a decluttering friend), but I don't know how to play"
"worry","@trpilot im feel verey tired  madry chasawy 9j !!!!!!!!!"
"worry","@trueblooddallas Dallas, I have a few Questions for you but, can't direct to you cause your not following me"
"worry","@TrueVisionDubbz OMG! that wasn't funny.. LOOK at his face in the pic.. OMG! that made me sad! BAD JOB MIKE!! wtf?? .. poor K O B E"
"worry","@TVXQUKnow  I feel tired of my work  Cheer for me please~"
"worry","@twaysive hm, this not a good medium for much more then yes/no  I am responding to previous posts,days ago, &amp; other conversations we had"
"worry","@Twisted_Jo my mask is non-existent at the mo  Charis didn't send me one &amp; I haven't been bothered to make one! I'm wearing boy clothes!"
"worry","@Twisuz  i think my niece got me sickee  lame."
"worry","@TwoOnTheBeat i wud do but im at work   srry xx"
"worry","@TylerAlyse SAC won't offer fundamentals of math 2 for teachers in summer one  booo. I miss SAC!"
"worry","@tylercrex my power went out as well.. Except I'm in nor cal"
"worry","@UltraSub Too much details !!!    (But glad he is better)"
"worry","@unaffected @warpdesign @cianan @mikedelgado Byebye web buddies  The cubes look so sad... SRoach I had no idea you are BigToach."
"worry","@uncomplex not sure I can make it afterall"
"worry","@urbancritter I am lost. Please help me find a good home."
"worry","@vanessathomas ugh some stupid teenagers just showed up. My peaceful time is over"
"worry","@vargas7 that sucks!!"
"worry","@Vasilicious Did you get your free chocolate?!? I still haven't gotten my email."
"worry","@vegangirlzrock I finally figured it out! I felt bad canc. group but  just wanted to take meds and do nothing. Back still hurts  ."
"worry","@viintagedresses aww poor Caity  :L add people n they will add you"
"worry","@VikkiJCapra Aw I left it at home  I do have some Travis or Coldplay though?  xx"
"worry","@violetph  Gods sake it isn't even your birthday yet  i need a cool job like that."
"worry","@vivek1209    Whn r u goin to Europe?"
"worry","@viveknshah kandivali  @100rabh my girls r gonna kill u for that answer! @shaaqt @limeice @unitechy @spitphyre"
"worry","@vivzy yeps...just for today though  I badly wanted to do some geek-shopping..."
"worry","@vladalexa I have a Palm now. I would like an HTC HD, but it costs 3 times more than my phone"
"worry","@vlynn8 It's been raining the past few days but it was actually sunny today! Well, for a little while. Now it's super cloudy!"
"worry","@vocabularies i know, don't tell anyone  i dont know if my dad told the famz yet. i think i'm taking it online."
"worry","@VRGURUS What you said is as good as day dreaming!  sorry to say that our country is in such a state...."
"worry","@vronmcintyre I want an espresso machine"
"worry","@waynooooo I always hope they will die out but then i see the the old ones and it makes me sad"
"worry","@websiteowner Thanks though - am trying to be positive!!  Wine may not be helping lol!!  Wish I could make the gigs....."
"worry","@WedSpace now I know why it didn't work, just not too keen on paying though for a 2ndary social network"
"worry","@weelissa p.s. Dead like me was awsome. Loved that show  missed the last 2 episodes tho ?"
"worry","@wenatcheewash I am lost. Please help me find a good home."
"worry","@wendyandlisa unfortunately, I will miss Girl Bros. Radio tonight. Will be in the midst of an all night writing session"
"worry","@WeTheTRAVIS  I was meant to be seeing you lot tonight but tix ran out!!"
"worry","@WFUJerseyJon Curses. Bad timing.  We'll make it happen soon, though."
"worry","@widrfm  hey, is your site down? I was going to listen to the web stream but can't get to the site..."
"worry","@winkphotography great to finally meet you last night! Wish we had more time to talk. Can't go to the coffee GTGs, though... Day job."
"worry","@wizofozgurl I think I'm going to be the only lame person to cry for Jay's last episode...lol... I wish I were able to go"
"worry","@wolverine66 didn't get them"
"worry","@workingmoms thanks he got hurt Wednesday and going to vets today"
"worry","@wowinsider no    I kind of miss my first main.   Male Tauren Shaman named Icewater stuck at 61.  Maybe I'll fetch him one day."
"worry","@WTF_JayR oh, i know how budgeting is."
"worry","@wuzzyangel You never answered your DM I sent you....   I need your info..."
"worry","@Wykrzyknik uff, ble litt trist av   lese den siste tweetsen din  the challenge prooved too be tough!! :'("
"worry","@Xaan I'm having trouble viewing it as well on you tube for some reason"
"worry","@xcharlotteyx Awww it's still not the same  I'm going to have a look though."
"worry","@XJakeXChaosX they prob are sold out.    all i wanted was to see them for my bday lol"
"worry","@xkathyxrocksx  SAimee 26 july, Underage festival 2 August, i found some others but they were too far away"
"worry","@xolotl ohhh ok. so like, it's more frustrating? I had my hands on a 3g iphone last week but it was upgraded so i couldn't unlock it"
"worry","@xShefSx omg my ID aint come back yet  im sooo worried it best be bk by next week or il screamm!!! lmao and yeah u choose! its ur bday x"
"worry","@xtfrtalr what's that supposed to mean?! Thats not good"
"worry","@Xx_Elmo_xX awhh you alright ?"
"worry","@XxMolliexX I mean someone hit a dog with a car. It was just laying there"
"worry","@xXScarletBXx I think that may look a little silly -.- Also my camera is broken so no photo"
"worry","@yahyan where'd you go!"
"worry","@yahyan where did you go babe?"
"worry","@yanq_ndo OMG I'm so sorry. I'm the worst employee ever. My hard drive just failed taking the survey data with it"
"worry","@YarnThing oh Marly, I'm so sorry!!  I hope you find her soon!! &lt;3 &lt;3"
"worry","@yashved_2890 Nt able to follow anyone  friendorfollow.com here i come!!! #itsucks"
"worry","@yayamartinez dude i am so sorry!!!!! I never got that number for you my fail  i just remembered"
"worry","@yeahgiancarlo Can't  No money to spend."
"worry","@yellowbag Hmmm, should have looked at it a little more methinks"
"worry","@YEPNAYDEA I don't have ur #...anymore, I think!!"
"worry","@yerex i want to adopt him"
"worry","@yin9shi what interview! leave me alone"
"worry","@YOitsEILEEN And web-less starting the day after that  #homeless"
"worry","@Youngbanks206 did you already get your update? I havent yet"
"worry","@yourmajestyy haaaw..well i get out of class at 10:50..i hope i make it"
"worry","@yukihoang and of course it happens on the day I got a carwash."
"worry","@yukihoang i had a dream that u didn't like me"
"worry","@Yvette_Maree omfg are you alright?"
"worry","@YvonneBeasley sadly, i don't think we'll have a bunch of free ice cream this year"
"worry","@ZachMoore1 I thought I was going to see a pic of your clean car"
"worry","@zeldman For me everything ok except install crashed at the end and now Safari crashes at every cmd+Q"
"worry","@zhenerak I thought I was your best friend?"
"worry","@Zobi09 I'm concerned for that family"
"worry","@zoe__  that's not good! hope you get better soon and good luck with the exams!"
"worry","@zoecorkhill do you get headaches a lot? What painkillers do you take? Nothing works for mine"
"worry","@zwaloo I've tried that already..."
"worry","@zzwhitejd did you decide it is a sprain? mine has been bothering me again, but never had it checked out"
"worry","[BBC] Malaria parasites becoming resistant to drugs  http://trunc.it/9yn5 ~ this is really not good as Malaria affects so many people"
"worry","1 more goal, Gila!! But his last game is against milan. Dillematic 4 me"
"worry","10 25 Am Still waiting on the doc to come and break my water."
"worry","14 more days with slow internet"
"worry","14 pages left to read, then it will be time to start all over again, and again.  Off to Lunch Duty...love 6th graders"
"worry","1st day of work today was a bit tiring but ok lol now onto college work"
"worry","2 hours after teleconference. but can't go back to sleep. got some work to do. sigh sigh"
"worry","29 mei, missing my dad for over a year now"
"worry","3 shots of espresso aaaaand....nothin'."
"worry","31 degree centigrade is much hotter than 30 degree centigrade"
"worry","33 minutes left before my flannel hobbit shoes get wet  RAIN, PLS GO AWAY!"
"worry","365days rperss.... where are youuuuuuu"
"worry","4 cases of swine flu!"
